ID,reputation
2547636,21
2547637,1
2547638,43
2547639,1
2547640,31
2547641,33
2547642,669
2547643,3
2547644,1
2547645,1
2547646,1
2547647,341
2547649,1
2547650,1
2547651,57
2547652,1
2547653,1
2547654,1
2547655,71
2547656,39
2547657,1
2547658,281
2547659,1
2547661,779
2547662,1
2547663,1
2547664,1
2547665,1
2547666,1
2547667,221
2547669,1
2547670,1
2547671,1
2547672,3
2547673,11
2547674,1
2547675,5
2547676,1
2547677,1
2547678,1
2547679,1
2547680,1
2547681,33
2547682,1
2547683,1
2547684,1
2547685,1
2547686,1
2547687,11
2547688,23
2547689,1
2547690,1
2547691,1
2547692,53
2547693,1
2547694,21
2547695,1
2547696,1
2547697,1
2547698,1
2547699,23
2547700,1
2547701,1
2547702,1
2547703,69
2547704,1
2547705,161
2547706,1
2547707,11
2547708,3
2547709,2878
2547710,11
2547711,1
2547712,21
2547713,1
2547714,1
2547715,1
2547716,1
2547717,11
2547718,53
2547719,1
2547720,1
2547721,1
2547722,1
2547723,1
2547724,354
2547725,61
2547726,1
2547727,321
2547728,1
2547729,1
2547730,31
2547731,61
2547732,1
2547733,1
2547734,1
2547735,1
2547736,1
2547737,1
2547738,3
2547739,5530
2547740,1
2547741,1
2547742,1
2547743,1
2547744,53
2547745,1
2547746,1
2547747,1
2547748,11
2547749,1
2547750,1
2547751,1
2547752,1
2547753,3247
2547754,73
2547755,219
2547756,289
2547757,5
2547758,83
2547759,1
2547760,1
2547761,1
2547762,13
2547763,1
2547764,1
2547765,3
2547766,101
2547767,1
2547768,3
2547769,1
2547770,1
2547771,209
2547772,1
2547773,320
2547774,11
2547775,11
2547776,1
2547777,75
2547778,11
2547779,1
2547780,700
2547781,11
2547782,1
2547783,13
2547784,1
2547785,9
2547786,1
2547787,1
2547788,1
2547790,1
2547791,1
2547792,1
2547793,1
2547794,1
2547795,161
2547796,147
2547797,1202
2547798,1
2547799,1
2547800,1
2547801,1245
2547802,111
2547804,426
2547805,1
2547806,1
2547807,1
2547808,41
2547809,1
2547810,106
2547811,9
2547812,1
2547813,191
2547814,35
2547815,1
2547816,7
2547817,1
2547819,11
2547820,1
2547821,1
2547823,11
2547824,1
2547825,31
2547826,11
2547827,1
2547828,101
2547829,1
2547830,1
2547831,387
2547832,1
2547833,271
2547834,2129
2547835,1
2547836,79
2547837,50
2547838,1
2547839,101
2547840,11
2547841,1
2547842,11
2547843,3
2547845,414
2547846,1
2547847,1
2547848,575
2547849,129
2547850,329
2547851,21
2547852,1
2547853,51
2547854,1
2547855,156
2547856,13
2547858,1
2547859,1
2547860,1
2547861,1
2547862,1
2547863,1
2547864,89
2547865,109
2547866,1
2547867,1
2547868,1
2547869,1
2547870,11
2547871,31
2547872,27
2547873,1
2547874,1
2547875,1
2547876,11
2547877,151
2547878,1
2547879,1
2547880,1
2547881,1
2547882,11
2547883,11
2547884,1
2547885,15
2547886,1
2547887,11
2547888,1
2547889,1
2547890,553
2547891,1
2547892,1
2547893,33
2547894,1
2547895,1
2547896,1
2547897,1
2547898,1
2547899,1
2547900,63
2547902,1
2547903,1
2547904,1
2547905,3
2547906,1
2547907,35
2547908,1
2547909,1
2547910,1
2547911,1
2547912,1
2547913,1
2547915,1
2547916,61
2547917,1
2547918,1
2547919,1
2547920,1
2547921,1
2547922,11
2547923,1
2547924,23
2547925,105
2547926,1
2547927,1
2547929,1
2547930,1
2547931,1
2547933,23
2547934,1
2547935,3
2547936,1
2547937,1
2547938,345
2547939,27
2547940,3
2547941,1
2547942,21
2547943,1
2547944,21
2547945,1
2547946,627
2547947,1
2547948,1
2547949,107
2547950,1
2547951,1
2547952,1
2547953,1
2547954,1
2547956,1
2547957,21
2547958,24
2547959,76
2547960,1
2547961,1
2547962,3
2547963,21
2547964,35
2547966,11
2547967,1
2547968,1
2547969,1
2547970,1
2547971,3769
2547972,1
2547973,121
2547974,1
2547975,1
2547976,1
2547977,3
2547978,1
2547979,1
2547980,1
2547981,1
2547983,71
2547984,476
2547985,541
2547986,1
2547987,1
2547988,1
2547989,1
2547990,1
2547991,201
2547992,1
2547993,231
2547994,3
2547996,68
2547997,3
2547998,1
2547999,101
2548000,1
2548001,11
2548002,111
2548003,1
2548004,51
2548006,21
2548007,1
2548008,1
2548009,1
2548010,5802
2548011,36
2548012,167
2548013,1
2548014,1
2548015,1
2548016,1
2548017,1
2548018,21
2548019,139
2548020,3
2548021,1
2548022,1
2548023,1
2548024,21
2548025,1
2548026,1
2548027,1
2548028,161
2548029,405
2548030,1
2548031,1
2548033,1
2548034,1
2548035,1
2548036,23
2548037,1
2548038,1
2548039,1025
2548040,85
2548041,11
2548042,1
2548043,1
2548044,215
2548047,73
2548048,1
2548049,23
2548050,5
2548052,1
2548053,1
2548055,33
2548056,3
2548057,31
2548058,481
2548059,1
2548060,11
2548061,1
2548062,1
2548063,13
2548064,5
2548065,3
2548066,1
2548067,1
2548068,17
2548069,31
2548070,1
2548071,1
2548072,1
2548073,21
2548074,11
2548075,1
2548076,1
2548077,1
2548078,1
2548079,1
2548080,197
2548081,1
2548082,295
2548083,21
2548084,281
2548085,1
2548086,1
2548088,41
2548089,1
2548090,11
2548091,187
2548092,235
2548093,1
2548094,1
2548095,1
2548096,1
2548097,1
2548098,1
2548099,19
2548100,4175
2548101,1
2548102,1
2548103,1
2548104,1
2548105,121
2548106,11
2548107,84
2548109,93
2548110,1
2548111,3
2548112,1
2548113,1
2548114,1
2548115,5048
2548116,11
2548117,11
2548118,1
2548120,1
2548121,1
2548122,1
2548123,111
2548124,1
2548125,23
2548126,1
2548128,573
2548129,981
2548130,1
2548131,57
2548132,3
2548133,1
2548134,21
2548135,1
2548136,1
2548137,1
2548138,236
2548139,136
2548140,45
2548141,1
2548142,53
2548144,77
2548145,1464
2548146,1
2548147,10763
2548148,11
2548149,31
2548150,23
2548151,3
2548152,11
2548153,4306
2548154,1
2548155,749
2548156,1
2548157,51
2548159,527
2548160,1
2548161,1
2548162,1
2548163,17
2548164,1
2548165,726
2548166,1
2548167,1
2548168,21
2548169,1
2548170,104
2548171,1
2548172,1
2548174,1
2548175,1
2548176,26
2548177,1
2548178,34
2548179,1
2548180,1
2548181,11
2548182,155
2548183,1
2548184,1
2548185,1
2548186,471
2548187,3275
2548189,1
2548190,3
2548191,1
2548192,194
2548193,11
2548194,39
2548195,166
2548196,31
2548197,1
2548198,1
2548199,1
2548200,41
2548201,26
2548202,43
2548203,19
2548204,1
2548205,1074
2548206,1
2548208,1
2548209,1
2548210,1
2548211,1
2548212,1
2548213,356
2548214,1
2548215,230
2548216,171
2548217,11
2548218,1
2548219,1
2548220,1
2548221,1
2548222,5
2548224,1
2548225,125
2548226,1
2548227,29
2548228,1
2548229,21
2548230,106
2548232,1
2548233,1
2548234,56
2548235,13
2548236,1
2548237,197
2548238,213
2548239,505
2548240,1
2548241,1
2548242,15
2548243,11
2548244,1
2548245,1
2548246,71
2548247,1
2548248,1
2548249,1
2548250,1
2548251,1
2548252,37
2548253,1
2548254,31
2548255,63
2548256,1
2548257,1
2548258,1
2548259,1
2548260,122
2548261,33
2548262,1
2548263,1
2548264,36
2548266,1
2548267,1
2548268,1
2548269,21
2548270,2043
2548271,1
2548272,1
2548273,1
2548274,13
2548275,3
2548276,559
2548277,1
2548278,538
2548279,1
2548280,1
2548281,1
2548282,1
2548283,1995
2548284,31
2548285,161
2548286,748
2548287,1586
2548288,11
2548289,1
2548290,1
2548291,290
2548292,1
2548293,31
2548294,1
2548295,53
2548296,1
2548297,1
2548298,1
2548299,354
2548300,1
2548301,633
2548302,1
2548303,255
2548305,1
2548306,1
2548307,1
2548308,1
2548309,225
2548310,1
2548311,1
2548312,11
2548313,1
2548314,1
2548315,1
2548316,79
2548317,1
2548318,21
2548319,877
2548320,140
2548321,1
2548322,1
2548323,1
2548324,33
2548325,41
2548326,1
2548327,511
2548328,1
2548329,1
2548330,1
2548331,16
2548332,569
2548334,1
2548335,1
2548336,1
2548337,11
2548338,1967
2548339,1
2548340,11
2548341,1
2548342,1
2548343,561
2548344,65
2548345,55
2548346,1
2548347,31
2548348,1
2548349,1
2548350,1
2548351,1646
2548352,1
2548353,1
2548354,1
2548355,3
2548356,1
2548357,1142
2548358,1
2548359,101
2548360,33
2548361,1
2548362,23
2548363,1
2548364,1
2548365,1
2548366,1
2548367,1
2548368,1
2548369,1
2548370,3
2548371,73
2548372,1
2548373,1
2548374,1
2548375,1
2548376,9
2548377,1
2548378,25
2548379,71
2548380,1
2548381,1
2548382,1
2548383,1
2548384,1
2548385,1
2548386,1
2548387,1
2548388,408
2548389,1
2548390,11
2548391,341
2548392,1
2548393,101
2548394,381
2548395,1
2548396,1
2548397,199
2548399,81
2548400,1
2548401,1
2548402,1
2548403,23
2548404,1
2548405,3
2548406,1
2548407,1
2548408,1
2548409,17
2548410,1
2548411,1
2548412,183
2548413,80
2548414,269
2548415,51
2548416,1
2548417,1
2548418,1461
2548419,1
2548420,21
2548421,1
2548422,1
2548423,1
2548424,1
2548425,1
2548426,79
2548427,1
2548429,1
2548430,1
2548431,119
2548432,11
2548433,1
2548434,1
2548435,1
2548436,885
2548437,1
2548438,7
2548439,97
2548440,1
2548441,97
2548442,1
2548443,764
2548444,1
2548445,25
2548446,1
2548447,25
2548448,7
2548449,78
2548451,127
2548452,427
2548453,1
2548455,1
2548456,11
2548457,1
2548458,1
2548459,181
2548460,1
2548461,33
2548462,1
2548463,19
2548464,1
2548465,1
2548466,1
2548467,1
2548468,1
2548469,187
2548470,1
2548471,1
2548472,1
2548473,316
2548474,1
2548475,1
2548476,1
2548477,1
2548478,31
2548479,1
2548480,1
2548481,1
2548482,41
2548483,1
2548484,1
2548485,13
2548486,1
2548487,45
2548489,1
2548490,1
2548491,51
2548493,1
2548494,1
2548495,1
2548496,1
2548497,1
2548499,57
2548500,1
2548501,13
2548502,11
2548503,1
2548505,1
2548506,1
2548507,1
2548508,1
2548509,11
2548510,23
2548511,1
2548512,7
2548513,155
2548514,3
2548515,1
2548516,1
2548517,1
2548518,21
2548519,1
2548520,1
2548521,1
2548522,19
2548523,1
2548524,1
2548525,290
2548526,1
2548527,15
2548528,13
2548529,1
2548530,13
2548531,1
2548532,1
2548533,11
2548534,1
2548535,94
2548536,1
2548538,699
2548539,1
2548540,1
2548541,1
2548543,1
2548544,1
2548546,1
2548547,73
2548548,1
2548549,1
2548550,43
2548551,1
2548552,103
2548554,1
2548555,1
2548556,1
2548557,1
2548558,5
2548559,560
2548560,3
2548561,1
2548562,1
2548563,1
2548564,1
2548565,2118
2548566,13
2548567,1
2548568,1
2548569,1
2548570,11
2548571,46
2548572,21
2548573,23
2548574,1
2548575,101
2548576,13
2548577,1
2548578,1
2548579,333
2548580,1
2548581,1
2548582,1
2548583,3
2548584,1
2548585,1
2548586,428
2548587,1
2548588,351
2548589,1
2548590,100
2548591,1
2548592,159
2548593,1
2548594,3
2548595,1
2548596,874
2548597,1
2548598,1
2548599,147
2548600,172
2548601,1
2548602,1
2548603,17
2548604,1
2548605,1
2548606,1
2548607,293
2548609,1
2548610,46
2548611,1
2548612,1
2548613,1
2548615,264
2548616,61
2548617,1
2548618,324
2548619,1
2548620,1
2548621,43
2548622,1
2548623,1169
2548625,1
2548626,55
2548627,1
2548628,910
2548629,3
2548630,65
2548632,1
2548633,1
2548635,1030
2548636,1
2548637,3
2548638,1
2548639,1
2548640,1
2548641,1
2548642,1
2548643,1
2548644,1
2548645,31
2548646,27
2548647,1
2548648,1
2548649,1
2548650,1
2548651,1
2548652,321
2548653,403
2548654,191
2548655,976
2548656,1
2548657,11
2548658,15
2548659,1
2548660,1
2548661,47
2548662,31
2548663,75
2548664,23
2548665,1
2548666,1
2548667,1
2548668,21
2548669,1
2548670,1
2548671,1
2548672,1
2548673,121
2548674,73
2548675,1
2548676,1
2548677,1
2548678,1
2548679,1
2548680,148
2548681,1
2548682,11
2548683,11
2548684,1
2548685,1
2548686,1
2548687,81
2548688,93
2548689,1
2548690,1
2548691,66
2548692,1
2548693,1
2548694,1
2548695,101
2548696,1
2548697,157
2548698,1
2548699,3331
2548700,1
2548701,43
2548702,11
2548703,13
2548704,1
2548705,1
2548706,11
2548707,396
2548708,1
2548709,1
2548710,1
2548711,1
2548712,11
2548713,1
2548714,1
2548715,1
2548716,23
2548717,1
2548718,1
2548719,325
2548720,89
2548721,12933
2548722,1
2548723,1
2548724,1
2548725,1
2548726,1
2548727,41
2548728,1
2548729,11
2548730,1
2548731,37
2548732,1
2548733,1
2548734,41
2548735,58
2548736,1
2548737,1
2548738,31
2548740,3
2548741,1
2548742,1
2548743,11
2548744,109
2548745,1
2548746,5618
2548747,96
2548748,21
2548749,124
2548751,1
2548752,1
2548753,1
2548754,69
2548755,1
2548756,1
2548757,1
2548758,1
2548759,17
2548760,77
2548761,1
2548762,1
2548763,1
2548764,1
2548765,1
2548766,11
2548767,151
2548768,1
2548769,1
2548770,1
2548771,37
2548772,1
2548773,11
2548774,51
2548775,1
2548776,25
2548777,178
2548778,1
2548779,1
2548780,709
2548781,1
2548782,1
2548783,17
2548784,5
2548785,9
2548786,1
2548787,60
2548788,1
2548789,1
2548790,1
2548791,1
2548792,36
2548793,371
2548794,153
2548795,1
2548796,1
2548797,1
2548798,1
2548799,1
2548800,1
2548801,1
2548802,1
2548803,1
2548804,1
2548805,3
2548806,1
2548808,1
2548809,1210
2548810,1
2548811,1
2548812,101
2548813,1
2548814,1
2548815,1
2548816,121
2548817,23
2548818,1
2548819,1
2548820,1
2548821,11
2548822,1
2548823,1
2548824,1
2548826,577
2548827,1
2548828,11
2548829,209
2548830,1
2548832,1
2548833,297
2548834,1
2548835,1
2548836,11
2548837,329
2548838,1
2548839,85
2548840,1
2548841,1
2548842,61
2548843,1
2548844,67
2548845,31
2548846,91
2548847,1
2548848,1
2548849,1
2548850,1
2548851,17
2548852,1
2548853,1
2548854,1
2548855,21
2548856,3
2548857,81
2548858,1
2548859,1
2548860,1
2548861,133
2548862,1
2548863,1
2548864,1
2548865,1
2548866,1
2548867,1
2548868,1
2548869,1
2548870,1
2548871,1
2548873,101
2548874,1
2548875,1
2548876,1
2548877,1
2548878,1
2548879,31
2548880,1
2548881,11
2548882,1
2548883,336
2548884,1
2548885,1
2548886,1
2548887,262
2548888,1
2548889,1
2548890,1
2548891,1
2548892,381
2548893,1
2548894,1
2548895,1
2548896,121
2548897,1
2548898,1
2548899,1
2548902,1
2548903,1
2548904,323
2548905,1
2548906,1
2548907,1
2548908,430
2548909,1
2548910,45
2548911,1
2548912,1
2548913,1
2548914,2152
2548916,1
2548917,1
2548918,1
2548919,71
2548920,1
2548921,11
2548922,1
2548924,1
2548925,1
2548926,1
2548927,1
2548928,113
2548930,1
2548931,1
2548932,213
2548933,1
2548934,7252
2548935,41
2548936,1
2548937,8259
2548938,3
2548939,1
2548940,141
2548942,1389
2548943,13
2548944,1
2548945,1
2548947,11
2548948,1
2548949,1
2548950,65
2548951,1
2548952,1
2548953,1
2548954,11
2548955,1
2548956,792
2548957,1
2548958,1
2548959,11
2548960,1
2548961,1
2548962,1
2548963,23
2548964,1
2548965,2041
2548966,1
2548967,1
2548968,583
2548969,111
2548970,54
2548971,1
2548972,11
2548973,1
2548975,165
2548976,513
2548977,169
2548978,393
2548979,1
2548980,13
2548982,1
2548983,1
2548984,1
2548985,13
2548986,1
2548987,41
2548988,4882
2548989,1
2548990,593
2548992,1
2548993,21
2548994,35
2548995,11
2548997,1
2548998,31
2548999,43
2549000,3
2549001,2290
2549002,1
2549003,1
2549004,1
2549005,45
2549006,21
2549008,1
2549009,13
2549010,1
2549011,1
2549012,76
2549013,866
2549014,1
2549015,1
2549016,85
2549017,45
2549018,1
2549019,215
2549020,53
2549021,14934
2549022,11
2549023,1
2549024,1
2549025,311
2549026,11
2549027,1
2549028,1
2549029,226
2549030,1
2549031,1
2549032,1
2549033,21
2549034,98
2549035,41
2549036,1
2549037,2116
2549038,1
2549039,36
2549040,1
2549041,1
2549042,1
2549043,1
2549044,1
2549045,463
2549046,31
2549048,1
2549049,387
2549050,26
2549051,35
2549053,13
2549054,13
2549055,1
2549056,1
2549057,11
2549058,1
2549059,1
2549060,1
2549061,1
2549062,1
2549063,69
2549064,86
2549065,1
2549066,1
2549067,1
2549068,1
2549069,21
2549070,1
2549071,1
2549072,25
2549073,1
2549074,1
2549075,1
2549076,29
2549077,39
2549078,1
2549079,1
2549080,1
2549081,1
2549082,39
2549083,1
2549084,1
2549085,1
2549086,1
2549087,21
2549088,1
2549089,281
2549090,1
2549091,13
2549092,99
2549093,1
2549094,9
2549095,1
2549096,1
2549098,51
2549099,1
2549100,1
2549101,1
2549104,51
2549105,1
2549106,11
2549107,1
2549108,1
2549109,1
2549110,5443
2549111,29
2549113,1
2549115,48
2549116,194
2549117,671
2549118,31
2549119,1
2549120,75
2549121,1
2549122,203
2549123,21
2549124,1
2549125,23
2549126,1
2549128,2411
2549129,1
2549130,1
2549131,1
2549133,1015
2549134,330
2549135,43
2549136,1
2549137,1
2549138,1
2549139,147
2549141,1
2549142,11
2549143,149
2549144,1
2549145,1
2549146,1
2549147,9
2549148,1
2549149,1
2549150,1
2549151,1
2549152,1
2549153,469
2549154,1211
2549155,519
2549157,29
2549158,1
2549159,1
2549160,1
2549161,1
2549162,1
2549163,365
2549164,31
2549165,41
2549166,1
2549167,11
2549168,75
2549169,103
2549170,1
2549171,1
2549172,1
2549173,11
2549174,1
2549175,21
2549176,1
2549177,1
2549178,1
2549179,13
2549180,1
2549181,19
2549182,1
2549183,1
2549184,1
2549185,1
2549186,1
2549187,11
2549188,385
2549189,391
2549190,1
2549191,301
2549192,1
2549193,1
2549194,1
2549195,1
2549196,76
2549197,1
2549198,1
2549199,1
2549200,1
2549201,1
2549202,946
2549203,1
2549204,1
2549205,1
2549206,1
2549207,1
2549208,35
2549209,181
2549210,119
2549211,1
2549212,2215
2549213,179
2549214,111
2549215,1
2549216,1
2549217,1
2549218,1
2549219,1
2549220,1
2549221,209
2549222,69
2549223,1
2549224,131
2549225,1
2549226,1
2549227,1
2549228,3
2549229,1
2549230,1317
2549231,11
2549232,1
2549233,1
2549234,41
2549235,1
2549236,1
2549237,1
2549238,1
2549239,1
2549240,11
2549241,1
2549242,1
2549243,1
2549244,3
2549245,1
2549246,1
2549247,11
2549248,1
2549250,21
2549251,1
2549252,1
2549253,1
2549255,1
2549256,167
2549257,51
2549258,517
2549259,13
8156385,1
8156386,1
8156387,1
8156388,1
8156389,1
8156391,1
8156392,1
8156394,1
8156395,13
8156396,1
8156397,69
8156398,1
8156399,1
8156400,1
8156401,1
8156402,61
8156403,1
8156404,11
8156405,1
8156407,1
8156408,1
8156409,1
8156410,1
8156411,1
8156412,1
8156413,1
8156414,36
8156416,1
8156417,1
8156418,1
8156419,1
8156420,1
8156421,1
8156422,41
8156423,1
8156424,21
8156425,23
8156426,1
8156427,1
8156428,1
8156429,23
8156430,1
8156431,1
8156432,3
8156433,1
8156434,1
8156435,31
8156436,1
8156437,1
8156438,1
8156439,1
8156440,1
8156441,11
8156442,1
8156443,1
8156444,1
8156445,1
8156446,1
8156447,1
8156448,115
8156449,1
8156450,3
8156451,1
8156452,1
8156453,1
8156454,1
8156455,1
8156456,1
8156457,1
8156458,1
8156460,1
8156461,1
8156462,1
8156463,1
8156464,1
8156465,1
8156466,3
8156467,1
8156468,1
8156469,1
8156470,51
8156471,1
8156472,1
8156473,3
8156474,1
8156475,1
8156476,1
8156477,1
8156478,1
8156479,1
8156480,1
8156481,51
8156482,1
8156483,11
8156484,1
8156485,1
8156486,1
8156487,1
8156488,1
8156489,89
8156490,1
8156491,1
8156492,1
8156493,1
8156495,1
8156496,1
8156497,195
8156498,1
8156499,23
8156500,1
8156501,1
8156502,1
8156503,39
8156504,1
8156505,1
8156506,1
8156507,1
8156508,1
8156509,1
8156511,1
8156512,51
8156513,1
8156514,3
8156515,1
8156516,3
8156517,13
8156518,1
8156519,1
8156520,1
8156521,11
8156522,1
8156523,1
8156524,1
8156525,1
8156526,1
8156527,1
8156528,29
8156529,101
8156530,1
8156531,9
8156532,21
8156533,1
8156534,1
8156535,1
8156536,103
8156537,1
8156538,1
8156539,1
8156540,1
8156541,21
8156542,1
8156543,36
8156544,73
8156545,1
8156546,1
8156547,1
8156548,1
8156549,1
8156550,11
8156551,1
8156552,1
8156553,1
8156554,1
8156555,1
8156556,1
8156557,1
8156558,1
8156559,23
8156560,1
8156561,1
8156562,33
8156563,1
8156564,1
8156565,1
8156566,23
8156567,1
8156568,9
8156569,31
8156570,1
8156571,1
8156572,1
8156573,1
8156574,1
8156575,1
8156576,1
8156577,1
8156578,1
8156579,1
8156580,41
8156581,1
8156582,1
8156583,1
8156584,1
8156585,1
8156586,1
8156587,1
8156588,1
8156589,1
8156590,1
8156591,1
8156592,1
8156593,97
8156594,1
8156595,23
8156596,1
8156597,41
8156598,1
8156599,13
8156600,1
8156601,1
8156602,3
8156603,1
8156604,1
8156605,1
8156606,1
8156607,1
8156608,1
8156609,1
8156610,1
8156611,1
8156612,1
8156613,1
8156614,1
8156615,1
8156616,31
8156617,1
8156618,1
8156619,1
8156620,1
8156621,31
8156622,1
8156623,1
8156624,1
8156625,1
8156626,1
8156627,1
8156628,1
8156629,1
8156630,1
8156631,1
8156632,1
8156633,1
8156634,1
8156635,1
8156636,9
8156637,1
8156638,41
8156639,1
8156640,15
8156641,1
8156642,11
8156643,58
8156644,1
8156645,3
8156646,193
8156647,1
8156648,1
8156649,1
8156650,1
8156651,17
8156652,39
8156653,1
8156654,1
8156655,1
8156656,1
8156657,91
8156658,1
8156659,1
8156660,1
8156661,3
8156662,1
8156663,1
8156664,13
8156665,1
8156666,21
8156667,86
8156668,1
8156669,1
8156670,1
8156671,141
8156672,1
8156673,1
8156674,1
8156675,1
8156676,1
8156677,1
8156678,1
8156679,1
8156680,1
8156681,1
8156682,1
8156683,1
8156684,1
8156685,1
8156686,1
8156687,1
8156688,1
8156689,1
8156690,1
8156691,1
8156692,1
8156693,51
8156694,1
8156695,1
8156696,1
8156697,1
8156698,1
8156699,1
8156700,1
8156701,1
8156702,1
8156703,1
8156704,11
8156705,1
8156706,1
8156707,1
8156708,1
8156709,1
8156710,1
8156711,1
8156712,1
8156713,1
8156714,1
8156715,1
8156716,11
8156717,1
8156718,1
8156719,1
8156720,1
8156721,1
8156722,1
8156723,11
8156724,1
8156726,17
8156727,1
8156728,11
8156729,1
8156730,1
8156731,1
8156732,33
8156733,1
8156734,1
8156735,1
8156736,1
8156737,11
8156738,1
8156739,21
8156740,1
8156741,11
8156742,1
8156743,3
8156744,84
8156745,1
8156746,1
8156747,1
8156748,3
8156749,3
8156750,1
8156751,21
8156752,1
8156753,1
8156754,1
8156755,11
8156756,1
8156757,1
8156758,1
8156759,1
8156760,1
8156761,1
8156762,1
8156763,1
8156764,1
8156765,1
8156766,1
8156767,1
8156768,1
8156769,1
8156770,21
8156771,13
8156772,1
8156773,1
8156774,5
8156775,1
8156776,1
8156777,1
8156778,1
8156779,1
8156780,1
8156781,1
8156783,1
8156784,11
8156785,1
8156786,1
8156787,1
8156788,1
8156789,1
8156790,1
8156791,1
8156792,1
8156793,27
8156794,1
8156795,1
8156796,1
8156797,1
8156798,309
8156799,1
8156800,1
8156801,11
8156802,1
8156803,1
8156804,1
8156805,11
8156806,1
8156807,33
8156808,1
8156809,1
8156810,201
8156811,1
8156812,1
8156813,1
8156814,13
8156815,3
8156816,1
8156817,1
8156818,1
8156819,1
8156820,13
8156821,1
8156822,1
8156823,1
8156824,1
8156825,1
8156826,1
8156827,1
8156828,1
8156829,1
8156830,1
8156831,1
8156832,1
8156833,1
8156834,1
8156835,1
8156836,1
8156837,1
8156838,1
8156839,83
8156840,1
8156841,1
8156842,1
8156843,41
8156844,1
8156845,1
8156846,1
8156847,1
8156848,1
8156849,1
8156850,1
8156851,1
8156852,1
8156853,1
8156854,1
8156855,1
8156856,1
8156857,3
8156858,21
8156859,1
8156860,19
8156861,1
8156863,1
8156864,21
8156865,1
8156866,1
8156867,1
8156868,1
8156869,301
8156870,1
8156871,1
8156872,41
8156873,1
8156875,95
8156876,27
8156877,1
8156878,1
8156879,1
8156880,1
8156881,11
8156882,1
8156883,23
8156884,41
8156885,1
8156886,1
8156887,1
8156888,3
8156889,1
8156890,1
8156891,3
8156892,1
8156893,11
8156894,1
8156895,1
8156896,1
8156897,1
8156898,1
8156899,41
8156900,1
8156901,1
8156902,1
8156903,1
8156904,1
8156905,13
8156906,35
8156907,1
8156908,1
8156909,1
8156910,1
8156911,1
8156912,1
8156913,1
8156914,1
8156915,1
8156916,19
8156917,1
8156918,1
8156919,1
8156920,1
8156921,1
8156922,1
8156923,273
8156924,5
8156925,31
8156926,1
8156927,1
8156928,1
8156929,1
8156930,13
8156931,1
8156932,1
8156933,21
8156934,1
8156935,1
8156936,1
8156937,1
8156938,1
8156939,1
8156940,1
8156941,1
8156942,1
8156943,1
8156944,1
8156945,1
8156946,1
8156947,1
8156948,1
8156949,1
8156950,1
8156951,1
8156952,1
8156953,11
8156954,1
8156955,1
8156956,1
8156958,11
8156959,1
8156960,1
8156961,1
8156962,1
8156963,123
8156964,1
8156965,1
8156966,1
8156967,1
8156968,11
8156969,9
8156970,31
8156971,1
8156972,1
8156973,1
8156974,1
8156975,31
8156976,1
8156977,1
8156978,1
8156979,69
8156980,1
8156981,3
8156982,92
8156983,1
8156984,1
8156985,35
8156986,1
8156987,1
8156988,1
8156989,1
8156990,1
8156991,1
8156992,1
8156993,1
8156994,41
8156995,1
8156996,1
8156997,21
8156998,1
8156999,1
8157000,15
8157001,1
8157002,1
8157003,41
8157004,1
8157005,1
8157006,1
8157007,61
8157008,1
8157009,1
8157010,1
8157011,1
8157012,23
8157013,1
8157014,1
8157015,1
8157016,1
8157017,1
8157018,1
8157019,15
8157020,3
8157021,1
8157022,1
8157023,1
8157024,1
8157026,1
8157027,123
8157028,51
8157029,736
8157030,1
8157031,1
8157032,88
8157033,1
8157034,61
8157035,1
8157036,1
8157037,1
8157038,1
8157039,1
8157040,1
8157041,1
8157042,1
8157043,1
8157044,1
8157045,33
8157046,1
8157047,1
8157048,1
8157049,1
8157050,1
8157051,47
8157052,21
8157053,1
8157054,43
8157055,1
8157056,1
8157057,1
8157058,27
8157059,1
8157060,1
8157061,21
8157062,1
8157063,3
8157064,1
8157065,33
8157066,1
8157067,21
8157068,1
8157069,1
8157070,3
8157071,1
8157072,1
8157073,1
8157074,1183
8157075,11
8157076,1
8157077,1
8157078,21
8157079,1
8157080,1
8157081,53
8157082,1
8157083,1
8157084,1
8157085,1
8157086,11
8157087,1
8157088,1
8157089,1
8157090,1
8157091,1
8157092,3
8157093,1
8157094,1
8157095,11
8157096,1
8157098,91
8157099,1
8157100,1
8157101,1
8157102,346
8157103,1
8157104,1
8157105,316
8157106,1
8157107,1
8157108,1
8157110,26
8157111,1
8157112,1
8157113,1
8157114,81
8157115,1
8157116,11
8157117,1
8157118,1
8157119,1
8157120,1
8157121,1
8157122,65
8157123,1
8157124,53
8157125,1
8157126,1
8157127,1
8157128,1
8157129,1
8157130,1
8157131,13
8157132,1
8157133,1
8157135,95
8157136,84
8157137,1
8157138,1
8157139,1
8157140,1
8157141,1
8157142,1
8157143,1
8157144,1
8157145,1
8157146,1
8157147,1
8157148,23
8157149,1
8157150,1
8157151,1
8157152,1
8157153,1
8157154,1
8157155,39
8157156,1
8157157,11
8157159,31
8157160,285
8157161,1
8157162,1
8157163,3
8157165,1
8157166,1
8157167,1
8157168,1
8157169,11
8157170,1
8157171,1
8157172,1
8157173,1
8157174,1
8157175,1
8157176,1
8157177,1
8157178,1
8157179,1
8157180,1
8157181,1
8157182,111
8157183,1
8157184,1
8157185,1
8157186,479
8157187,25973
