ID,reputation
6305188,1
6305189,1
6305190,1
6305191,1
6305192,1
6305193,41
6305194,1
6305195,29
6305196,51
6305197,1
6305198,1
6305199,1
6305200,1
6305201,1
6305202,1
6305203,1
6305204,1268
6305205,1
6305206,1
6305207,11
6305208,11
6305209,1
6305210,1
6305211,1
6305212,1
6305213,1
6305214,23
6305215,1
6305216,1
6305217,33
6305218,1
6305219,1
6305220,101
6305221,1
6305222,1
6305223,1
6305224,1
6305225,7
6305226,1
6305227,291
6305228,1
6305229,1
6305230,33
6305231,1
6305232,1
6305233,1
6305234,9
6305235,6565
6305236,1
6305237,1
6305238,1
6305239,1
6305240,1
6305241,1
6305242,1
6305243,1
6305244,23
6305245,1
6305246,1
6305247,1
6305248,1
6305250,1
6305251,1
6305252,1
6305253,1
6305254,1
6305255,39
6305256,7
6305257,11
6305258,1
6305259,1
6305260,1
6305262,1
6305264,1
6305265,1
6305266,1
6305267,1
6305268,13
6305269,21
6305270,21
6305271,1
6305272,1
6305273,1
6305274,73
6305275,1
6305276,1
6305277,1
6305278,1
6305279,1
6305280,1
6305281,1
6305282,1
6305283,1
6305284,1
6305285,1
6305286,1
6305287,11
6305288,1
6305289,3
6305290,31
6305291,1
6305293,1
6305294,4153
6305295,1
6305296,1
6305297,1
6305298,21
6305299,1
6305300,1
6305301,1
6305302,1
6305303,1
6305304,1
6305305,1
6305306,191
6305307,1
6305308,1
6305309,3
6305310,1
6305311,21
6305312,1
6305313,151
6305314,1
6305315,141
6305316,41
6305317,11
6305318,1
6305319,15
6305320,1
6305321,13
6305322,1
6305323,1
6305324,1
6305325,153
6305326,1
6305327,1
6305328,1
6305329,1
6305330,1
6305331,11
6305332,1
6305333,1
6305334,1
6305335,1
6305336,1
6305337,1
6305339,1
6305340,1
6305341,1
6305342,1
6305343,1
6305344,1
6305345,1
6305346,1
6305347,1
6305348,1
6305349,1
6305350,1
6305351,1
6305352,1
6305353,648
6305354,21
6305355,1
6305356,1
6305357,1
6305358,1
6305359,1
6305360,1
6305361,1
6305362,27
6305363,1
6305364,1
6305365,23
6305366,1
6305368,1
6305369,145
6305370,1
6305371,21
6305372,1
6305373,1
6305374,3
6305375,1
6305376,1547
6305377,1
6305378,1
6305379,1
6305380,1
6305381,1
6305382,1
6305383,23
6305384,1
6305385,1
6305386,1
6305387,5
6305388,1
6305389,1
6305390,1
6305391,1
6305392,13
6305393,1
6305394,1
6305395,1
6305396,1
6305397,1
6305398,1
6305399,1
6305400,1
6305401,1
6305402,1
6305404,1
6305405,1
6305406,1
6305407,1
6305408,1
6305409,3
6305410,17
6305411,174
6305412,1
6305413,1
6305414,11
6305415,1
6305416,1
6305417,75
6305418,3
6305419,1
6305420,1
6305421,65
6305422,31
6305423,1
6305424,91
6305425,1
6305426,1
6305427,1
6305428,1
6305429,3
6305430,1
6305431,1
6305432,1
6305433,1
6305434,1
6305435,3
6305436,1
6305437,1
6305438,1
6305439,1
6305440,1
6305441,1
2545692,1
2545693,1
2545694,1
2545695,1
2545696,1
2545698,25
2545699,1
2545700,1
2545703,3
2545704,1
2545705,1
2545706,117
2545707,1
2545710,16
2545711,21
2545712,1
2545713,1
2545714,1
2545715,1
2545716,11
2545717,1
2545718,1
2545719,1
2545720,1
2545721,1
2545722,1572
2545723,1
2545724,33
2545725,1
2545726,1
2545727,1
2545728,945
2545729,1
2545730,327
2545731,1
2545732,6985
2545734,177
2545735,1
2545737,205
2545738,123
2545739,1
2545740,3
2545741,11
2545742,101
2545743,669
2545744,95
2545745,1
2545746,1
2545747,1
2545748,675
2545749,11
2545750,1
